Site	Date	DIC (mg/L)	DOC (mg/L)
C4	2012-04-30	2.67	19.29
C4	2012-05-03	1.95	15.17
C4	2012-05-07	1.99	14.76
C4	2012-05-10	1.58	12.43
C4	2012-05-14	1.23	9.60
C4	2012-05-18	2.41	
C4	2012-05-22	8.40	13.73
C4	2012-06-05	2.97	21.37
C4	2012-06-19	3.99	26.47
C4	2012-07-03	3.85	32.43
C4	2012-07-17	4.59	40.44
C4	2012-07-31	7.41	35.38
C4	2012-08-14	6.91	42.26
C4	2012-08-28	4.79	45.54
C4	2012-09-11	5.30	42.02
C4	2012-09-25	4.97	41.57
C4	2012-10-10	3.06	31.77
C4	2012-10-24	3.47	29.16
C4	2012-11-21	4.06	23.46
C4	2012-12-18	3.75	20.26
C4	2013-01-22	9.34	28.58
C4	2013-02-20	7.43	28.12
C4	2013-03-26	11.79	34.31
C4	2013-04-17	6.00	24.23
C4	2013-04-24	2.49	19.80
C4	2013-04-29	2.21	14.69
C4	2013-05-06	1.79	11.24
C4	2013-05-10	2.52	14.74
C4	2013-05-16	2.85	19.55
C4	2013-05-29	4.99	21.38
C4	2013-06-12	6.36	29.41
C4	2013-06-25	5.91	30.73
C4	2013-07-04	4.07	34.84
C4	2013-07-23	5.89	34.13
C4	2013-08-06	6.05	43.06
C4	2013-08-21	5.52	47.53
C4	2013-09-09	6.15	47.69
C4	2013-09-20	6.28	52.82
C4	2013-10-02	4.94	45.51
C4	2013-10-16	5.89	41.99
C4	2013-10-29	3.87	36.66
C4	2013-11-20	3.44	31.93
C4	2013-12-17	3.25	29.22
C4	2014-01-27	8.90	28.86
C4	2014-02-25	6.74	29.84
C4	2014-03-25	5.96	29.90
C4	2014-04-14	5.43	23.60
C4	2014-04-22	1.70	12.90
C4	2014-04-29	2.61	
C4	2014-05-05	3.37	17.16
C4	2014-05-13	3.02	18.98
C4	2014-05-27	3.23	
C4	2014-06-10	4.32	27.96
C4	2014-06-24	4.25	32.59
C4	2014-07-08	8.50	31.85
C4	2014-07-22	4.90	40.37
C4	2014-08-05	7.39	33.94
C4	2014-08-19	4.99	49.25
C4	2014-09-02	5.24	43.00
C4	2014-09-16	7.88	36.60
C4	2014-09-29	7.49	38.53
C4	2014-10-28	3.32	36.53
C4	2014-11-18	4.06	30.65
C4	2014-12-16	3.48	31.32
C4	2015-01-20	4.66	31.46
C4	2015-02-17	5.37	33.06
C4	2015-03-17	5.84	31.15
C4	2015-03-31	6.60	32.54
C4	2015-04-09	5.25	33.61
C4	2015-04-14	3.19	26.81
C4	2015-04-17	3.20	27.15
C4	2015-04-21	2.04	17.34
C4	2015-04-24	1.76	14.56
C4	2015-04-27	1.85	14.98
C4	2015-04-30	1.74	14.08
C4	2015-05-05	1.84	12.40
C4	2015-05-07	2.28	14.21
C4	2015-05-12	2.78	16.26
C4	2015-05-19	2.84	17.42
C4	2015-06-02	3.19	21.05
C4	2015-06-16	4.57	23.96
C4	2015-06-30	4.09	29.63
C4	2015-07-14	4.39	
C4	2015-07-31	4.17	36.53
C4	2015-08-11	5.62	38.38
C4	2015-08-25	8.80	31.10
C4	2015-09-07	8.85	30.25
C4	2015-09-22	4.54	46.96
C4	2015-10-06	5.35	39.33
C4	2015-10-20	6.37	34.22
C4	2015-11-03	5.53	35.87
C4	2015-11-24	3.49	38.19
C4	2015-12-15	3.91	37.19
C4	2016-02-15	5.04	
C4	2016-03-30	5.49	34.66
C4	2016-04-07	4.30	32.36
C4	2016-04-12	2.98	28.58
C4	2016-04-18	3.15	26.28
C4	2016-04-20	2.58	24.11
C4	2016-04-28	2.78	20.34
C4	2016-05-02	1.31	12.52
C4	2016-05-04	1.89	12.48
C4	2016-05-09	3.17	16.22
C4	2016-05-12	3.08	16.03
C4	2016-05-17	3.52	19.42
C4	2016-05-31	4.80	23.45
C4	2016-06-14	7.73	22.62
C4	2016-06-29	4.39	36.24
C4	2016-07-12	5.11	37.64
C4	2016-07-26	6.95	36.26
C4	2016-08-09	6.83	36.68
C4	2016-08-23	4.52	43.33
C4	2016-09-20	7.74	39.03
C4	2016-10-05	4.70	45.30
C4	2016-10-18	6.82	38.96
C4	2017-01-10	6.39	34.08
C4	2017-03-10	7.71	32.89
C4	2017-04-04	7.19	42.13
C4	2017-04-11	1.96	41.14
C4	2017-04-18	5.28	39.04
C4	2017-04-25	4.33	37.31
C4	2017-05-02	3.15	34.03
C4	2017-05-05	1.32	21.74
C4	2017-05-09	2.33	20.56
C4	2017-05-18	2.50	18.69
C4	2017-05-23	3.52	22.46
C4	2017-06-13	5.17	27.16
C4	2017-06-27	4.26	33.13
C4	2017-07-11	5.90	35.97
C4	2017-07-25	6.07	37.36
C4	2017-08-08	5.92	47.69
C4	2017-08-22	4.60	44.76
C4	2017-09-08	5.81	41.02
C4	2017-09-21	4.34	38.79
C4	2017-10-04	3.65	35.39
C4	2018-01-15	4.70	23.53
C4	2018-02-13	5.83	29.00
C4	2018-03-15	7.78	29.38
C4	2018-04-03	7.85	34.46
C4	2018-04-17	7.62	15.30
C4	2018-04-24	2.94	21.87
C4	2018-04-27	2.46	18.23
C4	2018-04-30	1.66	14.59
C4	2018-05-04	1.25	12.01
C4	2018-05-07	1.34	11.05
C4	2018-05-09	2.38	12.57
C4	2018-05-15	3.73	17.79
C4	2018-05-29	5.98	20.99
C4	2018-06-12	11.74	18.24
C4	2018-06-28	7.02	24.80
C4	2018-07-10	11.70	25.30
C4	2018-07-24	8.89	29.78
C4	2018-08-07	6.25	42.04
C4	2018-09-05	9.29	30.49
C4	2018-09-18	9.68	32.21
C4	2018-10-02	6.33	48.95
C4	2018-10-16	5.77	44.39
C4	2018-10-30	6.57	45.14
C4	2018-11-13	3.96	48.02
C4	2018-11-27	6.45	41.99
C4	2018-12-11	3.97	40.88
C4	2019-01-24	7.23	39.22
C4	2019-02-20	5.47	38.69
C4	2019-03-21	6.18	44.66
C4	2019-04-18	4.64	46.55
C4	2019-04-24	1.80	23.89
C4	2019-04-26	1.37	18.52
C4	2019-04-29	2.19	18.79
C4	2019-05-08	2.68	
C4	2019-05-14	3.01	21.59
C4	2019-05-21	4.28	25.77
C4	2019-06-04	3.23	
C4	2019-06-18	6.73	
C5	2006-02-14	2.54	21.07
C5	2006-03-22	3.18	22.36
C5	2006-04-06	3.72	21.38
C5	2006-04-11	3.73	7.98
C5	2006-04-19	3.94	20.52
C5	2006-04-24	2.72	16.81
C5	2006-04-26	3.93	14.21
C5	2006-04-28	2.92	16.88
C5	2006-04-30	3.65	24.62
C5	2006-05-02	3.08	20.85
C5	2006-05-05	3.30	16.98
C5	2006-05-08	2.41	16.80
C5	2006-05-11	2.92	17.20
C5	2006-05-17	3.26	17.60
C5	2006-05-24	1.64	16.09
C5	2006-05-30	1.42	16.88
C5	2006-06-07	1.54	16.54
C5	2006-06-28	1.42	16.61
C5	2006-08-16	5.17	13.19
C5	2006-09-05	3.67	15.73
C5	2006-10-05	1.45	16.32
C5	2006-10-16	1.55	18.56
C5	2006-11-01	1.28	20.12
C5	2006-11-29	1.87	21.51
C5	2006-12-18	2.50	22.48
C5	2007-01-31	3.47	22.49
C5	2007-03-14	4.85	20.35
C5	2007-03-22	4.00	20.93
C5	2007-03-28	3.62	18.40
C5	2007-04-03	2.33	12.99
C5	2007-04-10	4.13	20.18
C5	2007-04-16	4.30	24.05
C5	2007-04-23	4.88	20.61
C5	2007-04-26	3.01	12.65
C5	2007-04-30	4.31	16.88
C5	2007-05-09	2.67	18.09
C5	2007-05-14	2.04	18.68
C5	2007-05-22	1.35	17.94
C5	2007-06-04	0.98	17.08
C5	2007-06-18	6.02	29.69
C5	2007-07-02	22.00	11.60
C5	2007-07-17	1.33	14.68
C5	2007-07-30	1.50	15.62
C5	2007-08-13	1.73	16.54
C5	2007-08-29	1.97	18.58
C5	2007-09-12	2.06	18.27
C5	2007-10-03	1.56	25.58
C5	2007-11-03	1.30	26.64
C5	2007-12-12	1.81	28.30
C5	2008-01-16	2.24	26.90
C5	2008-02-13	2.98	28.24
C5	2008-03-12	3.68	26.71
C5	2008-04-02	3.97	25.67
C5	2008-04-18	4.36	29.02
C5	2008-04-24	4.52	30.77
C5	2008-04-28	3.40	30.14
C5	2008-05-01	3.04	25.29
C5	2008-05-06	2.38	18.25
C5	2008-05-08	4.03	22.36
C5	2008-05-12	2.77	22.24
C5	2008-05-19	1.98	21.49
C5	2008-06-02	1.63	20.81
C5	2008-06-16	1.20	19.13
C5	2008-07-01	1.09	19.15
C5	2008-07-15	1.76	18.75
C5	2008-07-29	1.34	18.98
C5	2008-08-13	1.27	20.82
C5	2008-08-26	0.84	24.39
C5	2008-09-09	2.42	25.93
C5	2008-09-29	2.03	25.44
C5	2008-10-11	1.63	25.00
C5	2008-10-26	1.69	26.66
C5	2008-11-08	1.98	28.11
C5	2008-12-09	2.39	28.16
C5	2009-01-08	2.90	27.47
C5	2009-02-12	3.58	26.18
C5	2009-03-12	2.24	25.67
C5	2009-04-07	3.95	24.80
C5	2009-04-14	3.85	23.91
C5	2009-04-20	4.16	25.13
C5	2009-04-24	4.76	26.79
C5	2009-04-27	3.93	27.99
C5	2009-04-29	3.39	29.82
C5	2009-05-04	3.60	25.03
C5	2009-05-05	3.44	
C5	2009-05-08	4.66	22.95
C5	2009-05-13	3.38	23.68
C5	2009-05-27	1.81	21.22
C5	2009-06-09	1.47	21.40
C5	2009-06-26	1.39	21.52
C5	2009-07-08	4.89	19.04
C5	2009-08-04	2.44	26.32
C5	2009-08-19	3.35	25.20
C5	2009-09-01	2.53	23.94
C5	2009-09-15	2.59	25.32
C5	2009-10-06	1.27	
C5	2009-10-20	1.41	
C5	2009-11-03	1.77	
C5	2009-11-24	2.07	
C5	2009-12-15	2.27	
C5	2010-02-10	3.26	26.00
C5	2010-03-09	3.54	25.06
C5	2010-03-25	2.53	25.22
C5	2010-04-06	3.57	24.38
C5	2010-04-12	3.12	26.44
C5	2010-04-15	3.40	25.32
C5	2010-04-19	3.81	31.65
C5	2010-04-22	3.56	34.17
C5	2010-04-26	3.49	31.92
C5	2010-04-29	3.06	27.97
C5	2010-05-03	2.80	26.40
C5	2010-05-06	2.78	25.38
C5	2010-05-10	3.26	23.55
C5	2010-05-14	3.31	22.98
C5	2010-05-17	2.31	23.13
C5	2010-05-24	1.94	17.94
C5	2010-06-07	1.67	20.60
C5	2010-06-22	1.23	21.01
C5	2010-07-06	1.06	19.46
C5	2010-08-13	1.22	23.68
C5	2010-08-31	1.85	24.62
C5	2010-09-15	0.50	22.84
C5	2010-09-28	1.61	26.05
C5	2010-10-10	1.08	26.30
C5	2010-10-26	1.00	24.97
C5	2010-11-09	1.32	25.14
C5	2010-12-16	2.09	29.85
C5	2011-01-18	2.36	27.29
C5	2011-02-21	2.52	30.14
C5	2011-03-21	2.93	31.89
C5	2011-04-04	3.47	27.08
C5	2011-04-11	3.03	23.37
C5	2011-04-14	3.51	27.61
C5	2011-04-18	2.64	27.26
C5	2011-04-21	2.70	26.62
C5	2011-05-02	2.64	24.51
C5	2011-05-09	2.15	23.38
C5	2011-05-23	1.19	22.91
C5	2011-06-07	0.98	23.01
C5	2011-06-21	1.11	20.16
C5	2011-07-04	1.00	20.07
C5	2011-08-02	2.66	17.57
C5	2011-08-31	1.28	19.82
C5	2011-09-13	1.39	23.92
C5	2011-09-28	1.67	28.74
C5	2011-10-10	1.46	26.50
C5	2011-10-25	1.44	26.15
C5	2011-11-08	0.18	25.80
C5	2011-11-28	3.26	27.92
C5	2011-12-20	2.28	27.84
C5	2012-01-19	2.15	26.86
C5	2012-02-14	2.82	26.25
C5	2012-03-27	3.75	25.08
C5	2012-04-02	3.85	27.30
C5	2012-04-10	3.81	29.45
C5	2012-04-17	3.91	29.41
C5	2012-04-26	4.17	30.20
C5	2012-04-30	3.55	25.77
C5	2012-05-03	3.16	22.44
C5	2012-05-07	2.44	19.68
C5	2012-05-10	2.21	18.62
C5	2012-05-14	1.74	14.15
C5	2012-05-18	2.95	
C5	2012-05-22	2.85	19.50
C5	2012-06-05	1.35	17.70
C5	2012-06-19	1.00	17.50
C5	2012-07-03	1.03	17.21
C5	2012-07-17	1.07	18.35
C5	2012-07-31	1.44	17.59
C5	2012-08-14	1.58	17.05
C5	2012-08-28	1.79	18.91
C5	2012-09-11	1.62	20.99
C5	2012-09-25	1.41	21.76
C5	2012-10-10	1.22	22.77
C5	2012-10-24	1.42	24.29
C5	2012-11-21	2.28	
C5	2012-12-18	2.72	20.14
C5	2013-01-22	3.86	24.68
C5	2013-02-20	3.86	24.05
C5	2013-03-26	4.00	24.05
C5	2013-04-17	4.14	21.69
C5	2013-04-24	3.60	28.98
C5	2013-04-29	2.44	21.25
C5	2013-05-06	2.61	19.47
C5	2013-05-10	4.05	20.57
C5	2013-05-16	2.27	15.80
C5	2013-05-29	1.28	19.23
C5	2013-06-12	1.48	18.98
C5	2013-06-25	1.44	16.69
C5	2013-07-04	1.17	19.56
C5	2013-07-23	1.35	17.54
C5	2013-08-06	1.71	18.65
C5	2013-08-21	1.50	18.14
C5	2013-09-09	1.22	18.03
C5	2013-09-20	1.22	19.40
C5	2013-10-02	1.23	21.62
C5	2013-10-16	0.84	21.35
C5	2013-10-29	1.61	24.80
C5	2013-11-20	2.04	22.59
C5	2013-12-17	2.73	24.46
C5	2014-01-27	4.01	25.20
C5	2014-02-25	4.01	24.03
C5	2014-03-25	4.00	29.36
C5	2014-04-14	4.94	30.57
C5	2014-04-22	3.54	23.65
C5	2014-04-29	2.21	
C5	2014-05-05	4.22	21.18
C5	2014-05-13	2.41	20.59
C5	2014-05-27	1.47	
C5	2014-06-10	1.30	18.93
C5	2014-06-24	1.27	19.60
C5	2014-07-08	2.93	19.46
C5	2014-07-22	1.42	18.52
C5	2014-08-05	2.62	16.01
C5	2014-08-19	2.75	26.18
C5	2014-09-02	1.71	21.95
C5	2014-09-16	1.94	20.08
C5	2014-09-29	1.85	19.83
C5	2014-10-28	1.45	21.95
C5	2014-11-18	1.69	22.89
C5	2014-12-16	2.26	25.28
C5	2015-01-20	2.65	24.07
C5	2015-02-17	3.08	22.82
C5	2015-03-17	3.69	23.35
C5	2015-03-31	4.07	24.61
C5	2015-04-09	4.00	23.90
C5	2015-04-14	4.51	29.85
C5	2015-04-17	3.71	34.67
C5	2015-04-21	2.95	26.45
C5	2015-04-24	2.73	22.48
C5	2015-04-27	2.30	20.98
C5	2015-04-30	2.32	19.05
C5	2015-05-05	1.92	15.44
C5	2015-05-07	1.72	15.58
C5	2015-05-12	4.02	20.08
C5	2015-05-19	1.99	19.25
C5	2015-06-02	1.29	18.56
C5	2015-06-16	1.17	17.57
C5	2015-06-30	1.21	16.63
C5	2015-07-14	1.22	
C5	2015-07-31	1.41	21.95
C5	2015-08-11	1.52	17.72
C5	2015-08-25	2.50	17.48
C5	2015-09-07	2.45	17.18
C5	2015-09-22	1.41	19.03
C5	2015-10-06	1.26	19.68
C5	2015-10-20	1.49	18.91
C5	2015-11-03	1.51	18.72
C5	2015-11-24	1.31	20.89
C5	2015-12-15	1.72	22.25
C5	2016-02-15	2.79	
C5	2016-03-30	3.23	22.47
C5	2016-04-07	3.28	25.07
C5	2016-04-12	2.82	29.75
C5	2016-04-18	2.68	27.45
C5	2016-04-20	2.76	26.14
C5	2016-04-28	2.55	23.97
C5	2016-05-02	2.30	19.33
C5	2016-05-04	2.38	18.21
C5	2016-05-09	3.13	20.69
C5	2016-05-12	2.26	18.51
C5	2016-05-17	2.09	19.96
C5	2016-05-31	1.70	18.44
C5	2016-06-14	1.90	16.39
C5	2016-06-29	1.33	16.85
C5	2016-07-12	1.62	16.73
C5	2016-07-26	3.05	16.28
C5	2016-08-09	2.61	15.75
C5	2016-08-23	1.55	18.73
C5	2016-09-20	1.90	18.48
C5	2016-10-05	1.33	21.71
C5	2016-10-18	1.70	18.93
C5	2017-01-10	2.42	22.31
C5	2017-03-10	3.26	22.50
C5	2017-03-23	3.13	21.37
C5	2017-04-04	3.28	23.09
C5	2017-04-18	3.69	24.20
C5	2017-04-25	3.48	27.26
C5	2017-05-02	3.10	31.69
C5	2017-05-05	2.64	29.86
C5	2017-05-09	2.29	22.01
C5	2017-05-18	1.88	16.81
C5	2017-05-23	2.24	21.35
C5	2017-06-13	1.81	17.87
C5	2017-06-27	1.87	17.78
C5	2017-07-11	1.41	17.39
C5	2017-07-25	1.64	18.17
C5	2017-08-22	7.62	17.74
C5	2017-09-08	1.84	18.73
C5	2017-09-21	1.97	25.37
C5	2017-10-04	1.94	25.76
C5	2018-01-15	3.02	25.29
C5	2018-02-13	3.43	28.35
C5	2018-03-15	4.20	28.36
C5	2018-04-03	3.89	30.43
C5	2018-04-17	4.54	34.18
C5	2018-04-24	3.19	30.05
C5	2018-04-27	2.59	25.83
C5	2018-05-09	3.52	21.47
C5	2018-05-15	1.98	20.50
C5	2018-05-29	1.20	13.08
C5	2018-06-12	3.44	16.64
C5	2018-06-28	3.35	14.51
C5	2018-07-10	5.14	12.47
C5	2018-07-24	7.14	20.79
C5	2018-08-07	7.54	12.67
C5	2018-08-21	10.67	7.64
C5	2018-09-05	8.33	9.18
C5	2018-09-18	8.62	7.91
C5	2018-10-02	2.51	14.06
C5	2018-10-16	1.74	14.62
C5	2018-10-30	1.57	15.38
C5	2018-11-13	1.31	16.25
C5	2018-11-27	2.01	18.20
C5	2018-12-11	2.03	19.04
C5	2019-01-24	2.72	19.67
C5	2019-02-20	3.00	16.61
C5	2019-03-21	2.55	17.38
C5	2019-04-18	3.90	19.77
C5	2019-04-24	2.65	25.89
C5	2019-04-26	2.30	22.31
C5	2019-04-30	2.20	20.46
C5	2019-05-14	1.68	20.77
C5	2019-05-21	1.69	20.20
C5	2019-06-04	1.40	
C6	2006-02-14	3.14	10.66
C6	2006-03-22	3.55	10.42
C6	2006-04-06	3.22	8.96
C6	2006-04-11	2.77	7.84
C6	2006-04-19	2.81	11.98
C6	2006-04-24	2.90	12.75
C6	2006-04-26	2.42	15.93
C6	2006-04-28	1.74	19.18
C6	2006-04-30	1.17	21.67
C6	2006-05-02	0.87	18.86
C6	2006-05-05	1.04	15.92
C6	2006-05-08	1.00	16.26
C6	2006-05-11	0.96	16.23
C6	2006-05-17	1.06	15.63
C6	2006-05-24	1.45	13.41
C6	2006-05-30	1.12	16.08
C6	2006-06-07	1.22	14.47
C6	2006-06-28	3.34	8.04
C6	2006-08-09	5.98	4.96
C6	2006-08-16	4.30	7.12
C6	2006-09-05	2.25	17.21
C6	2006-10-05	1.14	17.96
C6	2006-10-16	1.04	17.45
C6	2006-11-01	1.35	15.79
C6	2006-11-29	0.90	20.64
C6	2006-12-18	1.03	18.00
C6	2007-01-31	3.67	11.70
C6	2007-03-14	3.19	9.47
C6	2007-03-22	3.07	10.23
C6	2007-03-28	2.90	10.24
C6	2007-04-03	2.54	11.69
C6	2007-04-10	1.64	15.61
C6	2007-04-16	1.19	20.97
C6	2007-04-23	1.07	17.96
C6	2007-04-26	1.08	14.33
C6	2007-04-30	0.99	15.51
C6	2007-05-09	1.25	14.78
C6	2007-05-14	1.11	13.20
C6	2007-05-22	0.95	16.49
C6	2007-06-04	2.05	8.46
C6	2007-06-18	2.72	4.48
C6	2007-07-02	3.40	7.78
C6	2007-07-17	0.84	14.86
C6	2007-07-30	1.47	15.90
C6	2007-08-13	1.53	13.48
C6	2007-08-29	1.06	19.38
C6	2007-09-12	1.30	16.34
C6	2007-10-03	1.01	24.37
C6	2007-11-03	1.41	21.05
C6	2007-12-12	1.20	24.42
C6	2008-01-16	1.35	18.04
C6	2008-02-13	1.34	20.17
C6	2008-03-12	1.55	19.46
C6	2008-04-02	1.87	18.06
C6	2008-04-18	1.43	21.24
C6	2008-04-24	1.46	23.86
C6	2008-04-28	1.17	32.49
C6	2008-05-01	1.12	24.46
C6	2008-05-06	0.72	17.74
C6	2008-05-08	0.83	19.21
C6	2008-05-12	0.89	19.72
C6	2008-05-19	0.89	16.98
C6	2008-06-02	1.89	13.06
C6	2008-06-16	1.28	16.28
C6	2008-07-01	2.03	14.68
C6	2008-07-15	3.21	12.50
C6	2008-07-29	0.80	19.03
C6	2008-08-13	0.93	22.89
C6	2008-08-26	0.91	23.43
C6	2008-09-09	1.45	22.60
C6	2008-09-29	2.43	19.57
C6	2008-10-11	1.70	22.97
C6	2008-10-26	2.47	15.41
C6	2008-11-08	1.86	19.63
C6	2008-12-09	2.49	17.30
C6	2009-01-08	3.42	17.11
C6	2009-02-12	2.92	16.19
C6	2009-03-12	1.35	14.53
C6	2009-04-07	2.94	14.99
C6	2009-04-14	2.75	17.17
C6	2009-04-20	2.07	20.08
C6	2009-04-24	2.32	22.06
C6	2009-04-27	1.63	24.56
C6	2009-04-29	1.37	29.26
C6	2009-05-04	1.25	23.66
C6	2009-05-05	1.16	
C6	2009-05-08	1.26	21.53
C6	2009-05-13	1.08	20.31
C6	2009-05-27	1.12	17.22
C6	2009-06-09	2.09	13.72
C6	2009-06-26	3.12	12.95
C6	2009-07-08	1.60	22.42
C6	2009-08-04	1.73	25.03
C6	2009-08-19	2.55	22.81
C6	2009-09-01	2.35	20.47
C6	2009-09-15	1.95	21.88
C6	2009-10-06	2.10	
C6	2009-10-20	1.54	
C6	2009-11-03	1.34	
C6	2009-11-24	1.11	
C6	2009-12-15	1.44	
C6	2010-02-10	2.22	15.31
C6	2010-03-09	2.58	14.80
C6	2010-03-25	2.01	13.19
C6	2010-04-06	2.50	15.47
C6	2010-04-12	1.72	19.87
C6	2010-04-15	1.69	21.74
C6	2010-04-19	1.29	27.25
C6	2010-04-22	1.17	27.70
C6	2010-04-26	1.36	26.02
C6	2010-04-29	1.18	24.07
C6	2010-05-03	1.06	23.68
C6	2010-05-06	1.09	23.12
C6	2010-05-10	1.06	21.60
C6	2010-05-14	1.14	19.74
C6	2010-05-17	0.81	20.57
C6	2010-05-24	1.02	19.26
C6	2010-06-07	1.29	15.23
C6	2010-06-22	1.10	18.64
C6	2010-07-06	2.07	17.35
C6	2010-08-13	1.03	24.15
C6	2010-08-31	1.11	21.78
C6	2010-09-15	1.71	18.76
C6	2010-09-28	0.96	22.92
C6	2010-10-10	1.42	21.08
C6	2010-10-26	1.02	20.60
C6	2010-11-09	1.28	20.52
C6	2010-12-16	3.67	14.36
C6	2011-01-18	2.56	16.81
C6	2011-02-21	2.71	17.82
C6	2011-03-21	2.96	18.57
C6	2011-04-04	2.04	15.33
C6	2011-04-11	2.47	17.17
C6	2011-04-14	1.89	23.33
C6	2011-04-18	0.96	25.40
C6	2011-04-21	0.88	24.48
C6	2011-04-25	0.88	22.22
C6	2011-05-02	0.89	20.89
C6	2011-05-09	1.10	18.49
C6	2011-05-23	1.08	17.57
C6	2011-06-07	1.28	17.20
C6	2011-06-21	1.73	14.69
C6	2011-07-04	1.35	17.00
C6	2011-07-18	2.14	14.69
C6	2011-08-02	2.96	13.72
C6	2011-08-31	1.08	17.60
C6	2011-09-13	0.88	24.93
C6	2011-09-28	1.01	26.67
C6	2011-10-10	1.11	23.61
C6	2011-10-25	1.11	22.38
C6	2011-11-28	2.55	19.22
C6	2011-12-20	1.23	21.50
C6	2012-01-19	1.15	19.01
C6	2012-02-14	2.41	15.31
C6	2012-03-27	1.56	18.01
C6	2012-04-02	1.14	21.86
C6	2012-04-10	1.19	22.59
C6	2012-04-17	1.08	22.86
C6	2012-04-26	1.19	22.77
C6	2012-04-30	1.00	21.87
C6	2012-05-03	0.82	20.43
C6	2012-05-07	0.79	18.19
C6	2012-05-10	0.79	16.51
C6	2012-05-14	0.69	14.74
C6	2012-05-18	0.73	
C6	2012-05-22	2.44	16.96
C6	2012-06-05	0.97	15.92
C6	2012-06-19	0.96	15.44
C6	2012-07-03	1.12	17.36
C6	2012-07-17	1.99	18.06
C6	2012-07-31	1.91	15.88
C6	2012-08-14	2.02	15.08
C6	2012-08-28	1.22	25.56
C6	2012-09-11	1.10	19.23
C6	2012-09-25	1.15	19.40
C6	2012-10-10	0.74	21.57
C6	2012-10-24	0.90	20.32
C6	2012-11-21	0.97	18.96
C6	2012-12-18	1.47	13.12
C6	2013-01-22	2.15	14.77
C6	2013-02-20	2.11	14.79
C6	2013-03-26	2.77	13.50
C6	2013-04-17	2.36	14.75
C6	2013-04-24	1.00	23.62
C6	2013-04-29	0.80	19.02
C6	2013-05-06	0.84	17.06
C6	2013-05-10	0.85	17.48
C6	2013-05-16	0.73	20.48
C6	2013-05-29	1.05	14.08
C6	2013-06-12	1.72	15.64
C6	2013-06-25	2.06	13.46
C6	2013-07-04	0.79	20.14
C6	2013-07-23	1.41	14.03
C6	2013-08-06	1.67	16.43
C6	2013-08-21	1.76	15.91
C6	2013-09-09	1.58	15.89
C6	2013-09-20	1.58	24.71
C6	2013-10-02	0.75	19.90
C6	2013-10-16	1.05	17.26
C6	2013-10-29	0.83	22.52
C6	2013-11-20	1.15	17.84
C6	2013-12-17	1.19	18.25
C6	2014-01-27	4.60	16.11
C6	2014-02-25	3.20	14.44
C6	2014-03-25	1.90	22.31
C6	2014-04-14	1.88	21.39
C6	2014-04-22	0.98	21.36
C6	2014-04-29	0.79	
C6	2014-05-05	0.91	17.88
C6	2014-05-13	0.87	17.11
C6	2014-05-27	0.77	
C6	2014-06-10	0.86	18.16
C6	2014-06-24	0.98	17.37
C6	2014-07-08	2.29	16.59
C6	2014-07-22	1.13	18.43
C6	2014-08-05	2.09	15.29
C6	2014-08-19	1.40	32.61
C6	2014-09-02	0.91	20.19
C6	2014-09-16	1.66	15.55
C6	2014-09-29	1.91	13.60
C6	2014-10-28	0.78	21.39
C6	2014-11-18	1.05	17.96
C6	2014-12-16	1.33	16.30
C6	2015-01-20	1.88	16.30
C6	2015-02-17	1.86	15.52
C6	2015-03-17	1.86	15.41
C6	2015-03-31	1.72	16.36
C6	2015-04-09	1.55	16.80
C6	2015-04-14	1.32	22.91
C6	2015-04-17	1.12	27.97
C6	2015-04-21	0.95	22.65
C6	2015-04-24	0.78	19.96
C6	2015-04-27	0.84	18.24
C6	2015-04-30	0.74	17.03
C6	2015-05-05	0.74	13.97
C6	2015-05-07	0.77	14.32
C6	2015-05-12	0.73	17.43
C6	2015-05-19	0.76	16.02
C6	2015-06-02	0.76	16.81
C6	2015-06-16	0.98	14.07
C6	2015-06-30	1.03	15.33
C6	2015-07-14	0.84	
C6	2015-07-31	1.09	21.39
C6	2015-08-11	1.16	17.66
C6	2015-08-25	2.26	14.25
C6	2015-09-07	2.39	12.99
C6	2015-09-22	0.87	18.62
C6	2015-10-06	1.14	16.67
C6	2015-10-20	1.79	14.40
C6	2015-11-03	1.75	13.89
C6	2015-11-24	1.33	17.64
C6	2015-12-15	2.22	17.17
C6	2016-02-15	2.45	
C6	2016-03-30	2.61	16.98
C6	2016-04-07	2.23	22.46
C6	2016-04-12	1.38	24.66
C6	2016-04-18	1.23	23.92
C6	2016-04-20	1.17	22.95
C6	2016-04-28	1.21	20.92
C6	2016-05-02	0.84	17.91
C6	2016-05-04	0.85	17.15
C6	2016-05-09	0.73	18.27
C6	2016-05-12	0.76	16.24
C6	2016-05-17	0.82	16.50
C6	2016-05-31	1.20	14.90
C6	2016-06-14	1.69	10.74
C6	2016-06-29	1.00	16.47
C6	2016-07-12	1.23	16.46
C6	2016-07-26	1.90	15.70
C6	2016-08-09	1.95	15.66
C6	2016-08-23	1.12	20.44
C6	2016-09-20	1.83	14.80
C6	2016-10-05	1.28	19.09
C6	2016-10-18	1.91	13.97
C6	2017-01-10	2.30	14.90
C6	2017-03-10	2.34	14.97
C6	2017-04-04	2.16	16.49
C6	2017-04-11	1.51	22.22
C6	2017-04-18	1.32	20.45
C6	2017-04-25	1.21	21.92
C6	2017-05-02	1.13	26.56
C6	2017-05-05	1.22	23.87
C6	2017-05-18	0.91	15.95
